,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
7002,62,2005,first round,1,N Healey,F Saretta,2.0,2.0,19.0,13.0,hard,ausopen,1
7034,63,2005,first round,1,G Rusedski,J Bjorkman,3.0,1.0,21.0,16.0,hard,ausopen,1
7066,64,2005,first round,1,A Roddick,I Labadze,3.0,0.0,19.0,8.0,hard,ausopen,1
524,1,2005,second round,2,R Federer,T Suzuki,3.0,0.0,18.0,11.0,hard,ausopen,1
1054,2,2005,second round,2,J Nieminen,P Srichaphan,3.0,0.0,18.0,9.0,hard,ausopen,1
1485,3,2005,second round,2,M Baghdatis,I Ljubicic,3.0,1.0,25.0,19.0,hard,ausopen,1
1894,4,2005,second round,2,T Robredo,T Zib,3.0,1.0,20.0,16.0,hard,ausopen,1
2207,5,2005,second round,2,J Johansson,P Wessels,3.0,0.0,19.0,12.0,hard,ausopen,1
2507,6,2005,second round,2,F Lopez,S Sargsian,3.0,1.0,23.0,19.0,hard,ausopen,1
2801,7,2005,second round,2,T Dent,M Tabara,3.0,0.0,18.0,9.0,hard,ausopen,1
3091,8,2005,second round,2,A Agassi,R Schuttler,3.0,0.0,18.0,4.0,hard,ausopen,1
3295,9,2005,second round,2,M Safin,B Ulihrach,3.0,0.0,18.0,8.0,hard,ausopen,1
3482,10,2005,second round,2,M Ancic,B Phau,3.0,0.0,19.0,8.0,hard,ausopen,1
3670,11,2005,second round,2,O Rochus,G Monfils,3.0,0.0,18.0,7.0,hard,ausopen,1
3857,12,2005,second round,2,K Beck,T Haas,3.0,2.0,26.0,24.0,hard,ausopen,1
4043,13,2005,second round,2,G Gaudio,M Fish,3.0,1.0,22.0,21.0,hard,ausopen,1
4228,14,2005,second round,2,D Hrbaty,J Tipsarevic,3.0,1.0,23.0,19.0,hard,ausopen,1
4411,15,2005,second round,2,T Johansson,A Calleri,3.0,2.0,26.0,25.0,hard,ausopen,1
4596,16,2005,second round,2,K Kim,G GarciaLopez,3.0,0.0,18.0,8.0,hard,ausopen,1
4702,17,2005,second round,2,G Coria,R Mello,3.0,1.0,25.0,20.0,hard,ausopen,1
4792,18,2005,second round,2,JC Ferrero,M Zabaleta,3.0,0.0,18.0,3.0,hard,ausopen,1
4882,19,2005,second round,2,F Gonzalez,I Andreev,3.0,0.0,19.0,10.0,hard,ausopen,1
4971,20,2005,second round,2,D Nalbandian,S Ventura,3.0,1.0,20.0,11.0,hard,ausopen,1
5061,21,2005,second round,2,R Nadal,M Youzhny,3.0,2.0,27.0,21.0,hard,ausopen,1
5151,22,2005,second round,2,B Reynolds,A Pavel,3.0,0.0,19.0,10.0,hard,ausopen,1
5241,23,2005,second round,2,JI Chela,G Carraz,3.0,0.0,20.0,14.0,hard,ausopen,1
5331,24,2005,second round,2,L Hewitt,J Blake,3.0,1.0,23.0,15.0,hard,ausopen,1
5418,25,2005,second round,2,T Henman,V Hanescu,3.0,0.0,19.0,10.0,hard,ausopen,1
5504,26,2005,second round,2,N Davydenko,C Rochus,3.0,0.0,18.0,10.0,hard,ausopen,1
5590,27,2005,second round,2,R Stepanek,J Hernych,3.0,2.0,26.0,20.0,hard,ausopen,1
5675,28,2005,second round,2,G Canas,F Verdasco,3.0,1.0,22.0,14.0,hard,ausopen,1
5758,29,2005,second round,2,JR Lisnard,S Grosjean,3.0,2.0,23.0,22.0,hard,ausopen,1
5843,30,2005,second round,2,P Kohlschreiber,N Massu,2.0,0.0,8.0,0.0,hard,ausopen,1
5927,31,2005,second round,2,J Melzer,N Healey,3.0,0.0,19.0,11.0,hard,ausopen,1
6011,32,2005,second round,2,A Roddick,G Rusedski,3.0,1.0,21.0,11.0,hard,ausopen,1
526,1,2005,third round,3,R Federer,J Nieminen,2.0,0.0,11.0,5.0,hard,ausopen,1
1056,2,2005,third round,3,M Baghdatis,T Robredo,3.0,0.0,19.0,11.0,hard,ausopen,1
1486,3,2005,third round,3,J Johansson,F Lopez,3.0,2.0,34.0,33.0,hard,ausopen,1
1895,4,2005,third round,3,A Agassi,T Dent,3.0,0.0,20.0,12.0,hard,ausopen,1
2208,5,2005,third round,3,M Safin,M Ancic,3.0,1.0,21.0,17.0,hard,ausopen,1
2508,6,2005,third round,3,O Rochus,K Beck,3.0,1.0,24.0,14.0,hard,ausopen,1
2802,7,2005,third round,3,D Hrbaty,G Gaudio,3.0,2.0,31.0,24.0,hard,ausopen,1
3092,8,2005,third round,3,T Johansson,K Kim,3.0,2.0,27.0,19.0,hard,ausopen,1
3296,9,2005,third round,3,G Coria,JC Ferrero,3.0,0.0,18.0,6.0,hard,ausopen,1
3483,10,2005,third round,3,D Nalbandian,F Gonzalez,3.0,1.0,25.0,17.0,hard,ausopen,1
3671,11,2005,third round,3,R Nadal,B Reynolds,3.0,0.0,18.0,5.0,hard,ausopen,1
3858,12,2005,third round,3,L Hewitt,JI Chela,3.0,1.0,22.0,13.0,hard,ausopen,1
4044,13,2005,third round,3,N Davydenko,T Henman,3.0,0.0,18.0,8.0,hard,ausopen,1
4229,14,2005,third round,3,G Canas,R Stepanek,3.0,0.0,18.0,5.0,hard,ausopen,1
4412,15,2005,third round,3,P Kohlschreiber,JR Lisnard,3.0,0.0,19.0,10.0,hard,ausopen,1
4597,16,2005,third round,3,A Roddick,J Melzer,3.0,0.0,19.0,9.0,hard,ausopen,1
522,1,2005,fourth round,4,R Federer,M Baghdatis,3.0,0.0,19.0,10.0,hard,ausopen,1
1052,2,2005,fourth round,4,A Agassi,J Johansson,3.0,1.0,26.0,23.0,hard,ausopen,1
1483,3,2005,fourth round,4,M Safin,O Rochus,3.0,1.0,25.0,24.0,hard,ausopen,1
1892,4,2005,fourth round,4,D Hrbaty,T Johansson,3.0,0.0,19.0,9.0,hard,ausopen,1
2206,5,2005,fourth round,4,D Nalbandian,G Coria,3.0,1.0,24.0,15.0,hard,ausopen,1
2506,6,2005,fourth round,4,L Hewitt,R Nadal,3.0,2.0,24.0,25.0,hard,ausopen,1
2800,7,2005,fourth round,4,N Davydenko,G Canas,3.0,0.0,18.0,10.0,hard,ausopen,1
3090,8,2005,fourth round,4,A Roddick,P Kohlschreiber,3.0,0.0,19.0,10.0,hard,ausopen,1
523,1,2005,quarterfinals,5,Roger Federer,Andre Agassi,3.0,0.0,18.0,11.0,hard,ausopen,1
1053,2,2005,quarterfinals,5,Marat Safin,Dominik Hrbaty,3.0,0.0,18.0,8.0,hard,ausopen,1
1484,3,2005,quarterfinals,5,Lleyton Hewitt,David Nalbandian,3.0,2.0,26.0,25.0,hard,ausopen,1
1893,4,2005,quarterfinals,5,Andy Roddick,Nikolay Davydenko,3.0,0.0,17.0,9.0,hard,ausopen,1
525,1,2005,semifinals,6,Marat Safin,Roger Federer,3.0,2.0,32.0,31.0,hard,ausopen,1
1055,2,2005,semifinals,6,Lleyton Hewitt,Andy Roddick,3.0,1.0,23.0,19.0,hard,ausopen,1
520,1,2005,final,7,Marat Safin,Lleyton Hewitt,3.0,1.0,19.0,17.0,hard,ausopen,1
528,1,2006,first round,1,R Federer,D Istomin,3.0,0.0,18.0,7.0,hard,ausopen,1
1057,2,2006,first round,1,F Mayer,Ht Lee,3.0,1.0,22.0,15.0,hard,ausopen,1
1487,3,2006,first round,1,D Sanguinetti,J Adaktusson,3.0,0.0,19.0,11.0,hard,ausopen,1
1896,4,2006,first round,1,M Mirnyi,T Ascione,3.0,2.0,27.0,17.0,hard,ausopen,1
2209,5,2006,first round,1,O Rochus,M Llodra,3.0,0.0,18.0,8.0,hard,ausopen,1
2509,6,2006,first round,1,P Luczak,I Minar,3.0,0.0,20.0,16.0,hard,ausopen,1
2803,7,2006,first round,1,P Goldstein,N Djokovic,3.0,1.0,19.0,13.0,hard,ausopen,1
3093,8,2006,first round,1,T Haas,R Gasquet,3.0,0.0,19.0,9.0,hard,ausopen,1
3297,9,2006,first round,1,D Hrbaty,O Marach,3.0,2.0,25.0,18.0,hard,ausopen,1
3484,10,2006,first round,1,D Norman,Z Fleishman,3.0,2.0,24.0,26.0,hard,ausopen,1
3672,11,2006,first round,1,R Sluiter,P Snobel,3.0,1.0,20.0,16.0,hard,ausopen,1
3859,12,2006,first round,1,I Andreev,N Almagro,3.0,0.0,19.0,12.0,hard,ausopen,1
4045,13,2006,first round,1,N Healey,F Volandri,2.0,0.0,12.0,5.0,hard,ausopen,1
4230,14,2006,first round,1,A Delic,P Starace,3.0,2.0,28.0,24.0,hard,ausopen,1
4413,15,2006,first round,1,K Kim,H Levy,3.0,0.0,18.0,8.0,hard,ausopen,1
4598,16,2006,first round,1,N Davydenko,I Karlovic,3.0,2.0,27.0,25.0,hard,ausopen,1
4703,17,2006,first round,1,L Hewitt,R Vik,3.0,2.0,26.0,26.0,hard,ausopen,1
4793,18,2006,first round,1,JI Chela,A Murray,3.0,0.0,18.0,7.0,hard,ausopen,1
4883,19,2006,first round,1,K Vliegen,C Rochus,3.0,0.0,18.0,8.0,hard,ausopen,1
4972,20,2006,first round,1,F Verdasco,K Carlsen,3.0,0.0,19.0,14.0,hard,ausopen,1
5062,21,2006,first round,1,N Kiefer,P Srichaphan,3.0,2.0,29.0,22.0,hard,ausopen,1
5152,22,2006,first round,1,B Pasanski,W Arthurs,3.0,1.0,23.0,19.0,hard,ausopen,1
5242,23,2006,first round,1,J Tipsarevic,A Seppi,3.0,2.0,23.0,22.0,hard,ausopen,1
5332,24,2006,first round,1,JC Ferrero,T Zib,3.0,0.0,19.0,7.0,hard,ausopen,1
5419,25,2006,first round,1,A Bogomolov Jr,F Gonzalez,3.0,2.0,30.0,27.0,hard,ausopen,1
5505,26,2006,first round,1,PH Mathieu,A Clement,3.0,0.0,19.0,12.0,hard,ausopen,1
5591,27,2006,first round,1,B Phau,C Berlocq,3.0,1.0,22.0,22.0,hard,ausopen,1
5676,28,2006,first round,1,L Horna,G Monfils,3.0,0.0,19.0,10.0,hard,ausopen,1
5759,29,2006,first round,1,S Grosjean,M Philippoussis,3.0,0.0,18.0,9.0,hard,ausopen,1
5844,30,2006,first round,1,J Monaco,JR Lisnard,3.0,1.0,22.0,15.0,hard,ausopen,1
5928,31,2006,first round,1,F Luzzi,JA Marin,3.0,0.0,19.0,10.0,hard,ausopen,1
6012,32,2006,first round,1,G Coria,V Hanescu,3.0,2.0,23.0,19.0,hard,ausopen,1
6059,33,2006,first round,1,G Gaudio,R Sabau,2.0,0.0,11.0,2.0,hard,ausopen,1
6092,34,2006,first round,1,L Burgsmuller,R Schuttler,3.0,1.0,22.0,18.0,hard,ausopen,1
6125,35,2006,first round,1,F Santoro,V Spadea,3.0,1.0,21.0,11.0,hard,ausopen,1
6158,36,2006,first round,1,A Pavel,C Moya,3.0,2.0,26.0,26.0,hard,ausopen,1
6191,37,2006,first round,1,M Ancic,A Calleri,3.0,1.0,22.0,17.0,hard,ausopen,1
6224,38,2006,first round,1,J Hernych,F Vicente,3.0,1.0,21.0,17.0,hard,ausopen,1
6257,39,2006,first round,1,D Bracciali,Yh Lu,3.0,0.0,19.0,9.0,hard,ausopen,1
6290,40,2006,first round,1,D Ferrer,F Serra,3.0,1.0,22.0,14.0,hard,ausopen,1
6323,41,2006,first round,1,T Robredo,J Vanek,3.0,0.0,19.0,13.0,hard,ausopen,1
6356,42,2006,first round,1,D Tursunov,T Henman,3.0,1.0,24.0,19.0,hard,ausopen,1
6389,43,2006,first round,1,JF Faurel,A Waske,3.0,0.0,20.0,15.0,hard,ausopen,1
6422,44,2006,first round,1,J Blake,J Acasuso,3.0,1.0,23.0,17.0,hard,ausopen,1
6455,45,2006,first round,1,J Nieminen,M Kimmich,3.0,0.0,18.0,6.0,hard,ausopen,1
6488,46,2006,first round,1,YT Wang,M Zabaleta,3.0,0.0,17.0,8.0,hard,ausopen,1
6521,47,2006,first round,1,S Wawrinka,A Montanes,3.0,1.0,22.0,11.0,hard,ausopen,1
6554,48,2006,first round,1,D Nalbandian,D Udomchoke,3.0,2.0,25.0,18.0,hard,ausopen,1
6587,49,2006,first round,1,I Ljubicic,C Guccione,3.0,0.0,20.0,16.0,hard,ausopen,1
6619,50,2006,first round,1,P Kohlschreiber,L Dlouhy,3.0,0.0,19.0,11.0,hard,ausopen,1
6651,51,2006,first round,1,G Muller,R Mello,3.0,2.0,30.0,22.0,hard,ausopen,1
6683,52,2006,first round,1,F Lopez,T Behrend,3.0,0.0,19.0,10.0,hard,ausopen,1
6715,53,2006,first round,1,T Berdych,B Reynolds,3.0,1.0,25.0,16.0,hard,ausopen,1
6747,54,2006,first round,1,G Simon,N Massu,3.0,2.0,26.0,23.0,hard,ausopen,1
6779,55,2006,first round,1,X Malisse,M Youzhny,3.0,1.0,24.0,18.0,hard,ausopen,1
6811,56,2006,first round,1,T Johansson,C Saulnier,3.0,0.0,19.0,11.0,hard,ausopen,1
6843,57,2006,first round,1,R Ginepri,J Melzer,3.0,0.0,18.0,7.0,hard,ausopen,1
6875,58,2006,first round,1,D Gremelmayr,J Bjorkman,3.0,1.0,21.0,9.0,hard,ausopen,1
6907,59,2006,first round,1,M Baghdatis,J Gimelstob,3.0,0.0,20.0,11.0,hard,ausopen,1
6939,60,2006,first round,1,R Stepanek,B Rehnquist,3.0,0.0,18.0,5.0,hard,ausopen,1
6971,61,2006,first round,1,G GarciaLopez,T Dent,3.0,0.0,20.0,15.0,hard,ausopen,1
7003,62,2006,first round,1,J Benneteau,M Daniel,3.0,0.0,15.0,3.0,hard,ausopen,1
7035,63,2006,first round,1,W Moodie,O Hernandez,3.0,1.0,22.0,18.0,hard,ausopen,1
7067,64,2006,first round,1,A Roddick,M Lammer,3.0,0.0,18.0,8.0,hard,ausopen,1
531,1,2006,second round,2,R Federer,F Mayer,3.0,0.0,18.0,5.0,hard,ausopen,1
1060,2,2006,second round,2,M Mirnyi,D Sanguinetti,3.0,1.0,24.0,20.0,hard,ausopen,1
1490,3,2006,second round,2,P Luczak,O Rochus,3.0,2.0,30.0,20.0,hard,ausopen,1
1899,4,2006,second round,2,T Haas,P Goldstein,3.0,0.0,18.0,3.0,hard,ausopen,1
2211,5,2006,second round,2,D Hrbaty,D Norman,3.0,2.0,32.0,28.0,hard,ausopen,1
2511,6,2006,second round,2,I Andreev,R Sluiter,3.0,2.0,24.0,23.0,hard,ausopen,1
2805,7,2006,second round,2,N Healey,A Delic,3.0,1.0,24.0,18.0,hard,ausopen,1
3095,8,2006,second round,2,N Davydenko,K Kim,3.0,1.0,22.0,11.0,hard,ausopen,1
3298,9,2006,second round,2,JI Chela,L Hewitt,3.0,1.0,24.0,17.0,hard,ausopen,1
3485,10,2006,second round,2,K Vliegen,F Verdasco,3.0,1.0,23.0,19.0,hard,ausopen,1
3673,11,2006,second round,2,N Kiefer,B Pasanski,3.0,1.0,22.0,12.0,hard,ausopen,1
3860,12,2006,second round,2,JC Ferrero,J Tipsarevic,3.0,2.0,26.0,21.0,hard,ausopen,1
4046,13,2006,second round,2,PH Mathieu,A Bogomolov Jr,3.0,0.0,19.0,8.0,hard,ausopen,1
4231,14,2006,second round,2,L Horna,B Phau,3.0,0.0,18.0,6.0,hard,ausopen,1
4414,15,2006,second round,2,S Grosjean,J Monaco,3.0,0.0,18.0,10.0,hard,ausopen,1
4599,16,2006,second round,2,G Coria,F Luzzi,3.0,0.0,19.0,13.0,hard,ausopen,1
4704,17,2006,second round,2,G Gaudio,L Burgsmuller,3.0,0.0,18.0,8.0,hard,ausopen,1
4794,18,2006,second round,2,F Santoro,A Pavel,3.0,0.0,18.0,9.0,hard,ausopen,1
4884,19,2006,second round,2,M Ancic,J Hernych,3.0,0.0,18.0,9.0,hard,ausopen,1
4973,20,2006,second round,2,D Ferrer,D Bracciali,3.0,1.0,24.0,17.0,hard,ausopen,1
5063,21,2006,second round,2,T Robredo,D Tursunov,3.0,1.0,23.0,21.0,hard,ausopen,1
5153,22,2006,second round,2,J Blake,JC Faurel,3.0,1.0,20.0,14.0,hard,ausopen,1
5243,23,2006,second round,2,J Nieminen,Yt Wang,3.0,0.0,19.0,10.0,hard,ausopen,1
5333,24,2006,second round,2,D Nalbandian,S Wawrinka,3.0,1.0,21.0,16.0,hard,ausopen,1
5420,25,2006,second round,2,I Ljubicic,P Kohlschreiber,3.0,0.0,19.0,8.0,hard,ausopen,1
5506,26,2006,second round,2,F Lopez,G Muller,3.0,1.0,24.0,17.0,hard,ausopen,1
5592,27,2006,second round,2,G Simon,T Berdych,3.0,1.0,22.0,13.0,hard,ausopen,1
5677,28,2006,second round,2,T Johansson,X Malisse,3.0,2.0,26.0,23.0,hard,ausopen,1
5760,29,2006,second round,2,D Gremelmayr,R Ginepri,3.0,2.0,25.0,23.0,hard,ausopen,1
5845,30,2006,second round,2,M Baghdatis,R Stepanek,3.0,2.0,22.0,24.0,hard,ausopen,1
5929,31,2006,second round,2,J Benneteau,G GarciaLopez,3.0,0.0,19.0,11.0,hard,ausopen,1
6013,32,2006,second round,2,A Roddick,W Moodie,3.0,0.0,19.0,10.0,hard,ausopen,1
533,1,2006,third round,3,R Federer,M Mirnyi,3.0,0.0,18.0,10.0,hard,ausopen,1
1062,2,2006,third round,3,T Haas,P Luczak,3.0,1.0,22.0,17.0,hard,ausopen,1
1491,3,2006,third round,3,D Hrbaty,I Andreev,3.0,2.0,21.0,23.0,hard,ausopen,1
1900,4,2006,third round,3,N Davydenko,N Healey,3.0,1.0,24.0,18.0,hard,ausopen,1
2212,5,2006,third round,3,JI Chela,K Vliegen,3.0,0.0,18.0,9.0,hard,ausopen,1
2512,6,2006,third round,3,N Kiefer,JC Ferrero,3.0,1.0,23.0,14.0,hard,ausopen,1
2806,7,2006,third round,3,PH Mathieu,L Horna,3.0,0.0,20.0,13.0,hard,ausopen,1
3096,8,2006,third round,3,S Grosjean,G Coria,3.0,1.0,21.0,15.0,hard,ausopen,1
3299,9,2006,third round,3,F Santoro,G Gaudio,3.0,2.0,24.0,22.0,hard,ausopen,1
3486,10,2006,third round,3,D Ferrer,M Ancic,3.0,0.0,18.0,9.0,hard,ausopen,1
3674,11,2006,third round,3,T Robredo,J Blake,3.0,0.0,18.0,11.0,hard,ausopen,1
3861,12,2006,third round,3,D Nalbandian,J Nieminen,3.0,1.0,21.0,16.0,hard,ausopen,1
4047,13,2006,third round,3,I Ljubicic,F Lopez,3.0,0.0,20.0,11.0,hard,ausopen,1
4232,14,2006,third round,3,T Johansson,G Simon,3.0,0.0,18.0,6.0,hard,ausopen,1
4415,15,2006,third round,3,M Baghdatis,D Gremelmayr,3.0,0.0,18.0,5.0,hard,ausopen,1
4600,16,2006,third round,3,A Roddick,J Benneteau,3.0,0.0,18.0,5.0,hard,ausopen,1
529,1,2006,fourth round,4,R Federer,T Haas,3.0,2.0,25.0,18.0,hard,ausopen,1
1058,2,2006,fourth round,4,N Davydenko,D Hrbaty,3.0,2.0,26.0,21.0,hard,ausopen,1
1488,3,2006,fourth round,4,N Kiefer,JI Chela,3.0,0.0,19.0,12.0,hard,ausopen,1
1897,4,2006,fourth round,4,S Grosjean,PH Mathieu,3.0,0.0,19.0,9.0,hard,ausopen,1
2210,5,2006,fourth round,4,F Santoro,D Ferrer,3.0,0.0,20.0,14.0,hard,ausopen,1
2510,6,2006,fourth round,4,D Nalbandian,T Robredo,3.0,1.0,20.0,11.0,hard,ausopen,1
2804,7,2006,fourth round,4,I Ljubicic,T Johansson,3.0,0.0,18.0,10.0,hard,ausopen,1
3094,8,2006,fourth round,4,M Baghdatis,A Roddick,3.0,1.0,19.0,17.0,hard,ausopen,1
530,1,2006,quarterfinals,5,Roger Federer,Nikolay Davydenko,3.0,1.0,23.0,22.0,hard,ausopen,1
1059,2,2006,quarterfinals,5,Nicolas Kiefer,Sebastien Grosjean,3.0,2.0,26.0,26.0,hard,ausopen,1
1489,3,2006,quarterfinals,5,David Nalbandian,Fabrice Santoro,3.0,0.0,19.0,5.0,hard,ausopen,1
1898,4,2006,quarterfinals,5,Marcos Baghdatis,Ivan Ljubicic,3.0,2.0,25.0,21.0,hard,ausopen,1
532,1,2006,semifinals,6,Roger Federer,Nicolas Kiefer,3.0,1.0,23.0,12.0,hard,ausopen,1
1061,2,2006,semifinals,6,Marcos Baghdatis,David Nalbandian,3.0,2.0,26.0,24.0,hard,ausopen,1
527,1,2006,final,7,Roger Federer,Marcos Baghdatis,3.0,1.0,24.0,14.0,hard,ausopen,1
535,1,2007,first round,1,R Federer,B Phau,3.0,0.0,19.0,9.0,hard,ausopen,1
1063,2,2007,first round,1,J Bjorkman,O Patience,3.0,2.0,27.0,16.0,hard,ausopen,1
1492,3,2007,first round,1,Yh Lu,S Greul,3.0,0.0,18.0,10.0,hard,ausopen,1
1901,4,2007,first round,1,M Youzhny,J Hernych,3.0,0.0,19.0,8.0,hard,ausopen,1
2213,5,2007,first round,1,JC Ferrero,J Hajek,1.0,0.0,3.0,0.0,hard,ausopen,1
2513,6,2007,first round,1,D Udomchoke,M Vassallo Arguello,3.0,0.0,18.0,8.0,hard,ausopen,1
2807,7,2007,first round,1,F Lopez,B Wilson,3.0,1.0,24.0,21.0,hard,ausopen,1
3097,8,2007,first round,1,N Djokovic,N Massu,3.0,0.0,18.0,2.0,hard,ausopen,1
3300,9,2007,first round,1,M Baghdatis,R Schuttler,3.0,1.0,20.0,15.0,hard,ausopen,1
3487,10,2007,first round,1,G Monfils,D Bracciali,3.0,1.0,26.0,23.0,hard,ausopen,1
3675,11,2007,first round,1,A Delic,G Simon,3.0,0.0,18.0,5.0,hard,ausopen,1
3862,12,2007,first round,1,R Gasquet,F Volandri,3.0,0.0,18.0,10.0,hard,ausopen,1
4048,13,2007,first round,1,S Querrey,J Acasuso,3.0,1.0,24.0,15.0,hard,ausopen,1
4233,14,2007,first round,1,F Serra,N Devilder,3.0,0.0,19.0,11.0,hard,ausopen,1
4416,15,2007,first round,1,J Melzer,I Karlovic,3.0,0.0,19.0,14.0,hard,ausopen,1
4601,16,2007,first round,1,T Robredo,R Ramirez Hidalgo,3.0,0.0,18.0,8.0,hard,ausopen,1
4705,17,2007,first round,1,M Fish,I Ljubicic,3.0,1.0,23.0,20.0,hard,ausopen,1
4795,18,2007,first round,1,N Mahut,J Monaco,3.0,1.0,24.0,14.0,hard,ausopen,1
4885,19,2007,first round,1,W Arthurs,S Koubek,3.0,2.0,26.0,24.0,hard,ausopen,1
4974,20,2007,first round,1,Z Fleishman,A Calleri,3.0,1.0,23.0,18.0,hard,ausopen,1
5064,21,2007,first round,1,R Stepanek,M Llodra,3.0,0.0,18.0,6.0,hard,ausopen,1
5154,22,2007,first round,1,L Dlouhy,T Gabashvili,3.0,2.0,40.0,32.0,hard,ausopen,1
5244,23,2007,first round,1,T Johansson,M Chiudinelli,3.0,2.0,22.0,22.0,hard,ausopen,1
5334,24,2007,first round,1,D Ferrer,K Pless,3.0,0.0,19.0,12.0,hard,ausopen,1
5421,25,2007,first round,1,M Ancic,G Soeda,3.0,0.0,18.0,9.0,hard,ausopen,1
5507,26,2007,first round,1,J Johansson,G GarciaLopez,0.0,0.0,1.0,1.0,hard,ausopen,1
5593,27,2007,first round,1,V Spadea,I Andreev,3.0,0.0,19.0,9.0,hard,ausopen,1
5678,28,2007,first round,1,D Hrbaty,J Vanek,3.0,1.0,25.0,17.0,hard,ausopen,1
5761,29,2007,first round,1,M Safin,B Becker,3.0,2.0,27.0,26.0,hard,ausopen,1
5846,30,2007,first round,1,D Sela,P Srichaphan,3.0,0.0,18.0,8.0,hard,ausopen,1
5930,31,2007,first round,1,M Gicquel,A Jones,3.0,2.0,27.0,18.0,hard,ausopen,1
6014,32,2007,first round,1,A Roddick,JW Tsonga,3.0,1.0,25.0,19.0,hard,ausopen,1
6060,33,2007,first round,1,D Nalbandian,J Tipsarevic,3.0,2.0,25.0,20.0,hard,ausopen,1
6093,34,2007,first round,1,N Lapentti,A Mackin,3.0,0.0,18.0,10.0,hard,ausopen,1
6126,35,2007,first round,1,O Rochus,C Guccione,3.0,2.0,32.0,30.0,hard,ausopen,1
6159,36,2007,first round,1,S Grosjean,C Rochus,2.0,0.0,10.0,3.0,hard,ausopen,1
6192,37,2007,first round,1,F Mayer,R Soderling,3.0,2.0,24.0,20.0,hard,ausopen,1
6225,38,2007,first round,1,A Seppi,B Reynolds,3.0,2.0,31.0,24.0,hard,ausopen,1
6258,39,2007,first round,1,I Bozoljac,M Cilic,3.0,0.0,18.0,7.0,hard,ausopen,1
6291,40,2007,first round,1,T Haas,A Montanes,3.0,0.0,20.0,12.0,hard,ausopen,1
6324,41,2007,first round,1,T Berdych,Ht Lee,3.0,0.0,18.0,5.0,hard,ausopen,1
6357,42,2007,first round,1,R Smeets,L Lacko,3.0,1.0,21.0,13.0,hard,ausopen,1
6390,43,2007,first round,1,M Mirnyi,L Horna,3.0,2.0,24.0,26.0,hard,ausopen,1
6423,44,2007,first round,1,D Tursunov,A Waske,3.0,1.0,23.0,18.0,hard,ausopen,1
6456,45,2007,first round,1,A Clement,X Malisse,3.0,1.0,22.0,18.0,hard,ausopen,1
6489,46,2007,first round,1,F Santoro,I Kunitsyn,3.0,0.0,19.0,9.0,hard,ausopen,1
6522,47,2007,first round,1,G Muller,G Gaudio,3.0,1.0,22.0,11.0,hard,ausopen,1
6555,48,2007,first round,1,N Davydenko,S Roitman,3.0,0.0,19.0,9.0,hard,ausopen,1
6588,49,2007,first round,1,J Blake,C Moya,3.0,0.0,19.0,12.0,hard,ausopen,1
6620,50,2007,first round,1,A Kuznetsov,P Luczak,3.0,2.0,29.0,23.0,hard,ausopen,1
6652,51,2007,first round,1,M Zverev,M Berrer,3.0,1.0,22.0,20.0,hard,ausopen,1
6684,52,2007,first round,1,R Ginepri,N Almagro,3.0,2.0,27.0,22.0,hard,ausopen,1
6716,53,2007,first round,1,L Hewitt,M Russell,3.0,2.0,23.0,21.0,hard,ausopen,1
6748,54,2007,first round,1,F Dancevic,V Hanescu,3.0,0.0,19.0,12.0,hard,ausopen,1
6780,55,2007,first round,1,JM del Potro,A di Mauro,3.0,0.0,18.0,7.0,hard,ausopen,1
6812,56,2007,first round,1,F Gonzalez,E Korolev,3.0,1.0,25.0,18.0,hard,ausopen,1
6844,57,2007,first round,1,A Murray,A Martin,3.0,0.0,18.0,1.0,hard,ausopen,1
6876,58,2007,first round,1,PH Mathieu,F Verdasco,2.0,0.0,19.0,16.0,hard,ausopen,1
6908,59,2007,first round,1,JI Chela,P Starace,3.0,0.0,19.0,14.0,hard,ausopen,1
6940,60,2007,first round,1,J Nieminen,P Goldstein,3.0,1.0,24.0,19.0,hard,ausopen,1
6972,61,2007,first round,1,S Wawrinka,K Kim,3.0,1.0,20.0,13.0,hard,ausopen,1
7004,62,2007,first round,1,P Capdeville,J Benneteau,3.0,2.0,28.0,18.0,hard,ausopen,1
7036,63,2007,first round,1,P Kohlschreiber,K Vliegen,3.0,1.0,23.0,16.0,hard,ausopen,1
7068,64,2007,first round,1,R Nadal,R Kendrick,3.0,0.0,19.0,11.0,hard,ausopen,1
538,1,2007,second round,2,R Federer,J Bjorkman,3.0,0.0,18.0,7.0,hard,ausopen,1
1066,2,2007,second round,2,M Youzhny,Yh Lu,3.0,0.0,19.0,13.0,hard,ausopen,1
1495,3,2007,second round,2,D Udomchoke,JC Ferrero,3.0,1.0,24.0,18.0,hard,ausopen,1
1904,4,2007,second round,2,N Djokovic,F Lopez,3.0,0.0,19.0,8.0,hard,ausopen,1
2215,5,2007,second round,2,G Monfils,M Baghdatis,3.0,1.0,21.0,14.0,hard,ausopen,1
2515,6,2007,second round,2,R Gasquet,A Delic,3.0,0.0,18.0,7.0,hard,ausopen,1
2809,7,2007,second round,2,S Querrey,F Serra,3.0,0.0,18.0,10.0,hard,ausopen,1
3099,8,2007,second round,2,T Robredo,J Melzer,3.0,0.0,18.0,7.0,hard,ausopen,1
